Roman Urdu,English
yeh jaali masnoaat hai asal hotwheels ny hain yeh,these are fake they are not real hotwheels
yeh jazba nahi hai hamdardi hai,its not passion sympathy
yeh kaafi acha facewash tha,this facewash is very good
yeh kaafi acha hai iss qeemat mein mujhe pasasnd hai,it is very good i love it at this price
yeh kaafi mazedar hai istemaal mein mere bache isko behad pasand kerte hai,this is very nice my children like this product
yeh kaha sa pkr ka layeh ha,from where you have brought all these
yeh kesi ny order kia h yeh wesy hi jesa pic m dekha rahy hn,this is ordered by someone and is it so as in picture
yeh khud chahte hain shadi karun,they also want me to marry
yeh kia ha,what is this
yeh kia horaha hai d,what is going on d
yeh kn hai,who is it
yeh knse zila mian h,in which district is it
yeh masnoaat ghar ki sajawat ke liye aik behtareen cheez hai mein bohat mutmaen hon yeh achi roshni deta hai,this product is nice for decorating house im very much satisfied and light is also good
yeh me kia dekh rha hun,what is this am i seeing
yeh mera dosra order hai aur mujhe yeh bohat pasand hai,this is my second order and i relly like it
yeh meri daarhi ko bikul naram ker deta hai bohat awla hai,it makes my beard smooth it is very good
yeh naam inho ne apni famous film rocky tak mein bhi use kiya,he also used this name in his famous movie rocky
yeh payaz islamabad se nhi milte toh maine daraz se mangwaye yeh bikhul awla toh nhi lekin bura bhi nhi yeh bilkul fresh hai bas thora zayada brown thay baki sab theek hai koi issue nhi,this type of onion isnt available in islamabad so i ordered it from daraz the quality isnt 100 but it was fresh however the color was a little too dark
yeh qiyam e pakistan se pehle ka zamana tha,this was the time before pakistan came into being
yeh qudarti mun aur thodi ko patla kerne ke liye acha hai,good for sliiming your face and chin
yeh rangeen gaindon ke sath nhi aya,it was not delivered with multi color balls
yeh sab rangon mein sab se ziyada pasand kya jata hai bhi iss rang ki sifarish karta hai,this color is liked by most than all other colors everyone wish for it
yeh sirf haath se chal sakta hai,it only works with hands
yeh sun 50 ki dehai ke aakhri saal the,these were the last year 1950s
yeh super bees free behtareen hai yeh waqai super bees mean hai iss se pyar karen,this superbase free is the best its really superbase love them
yeh theek hai lekin bay tarteeb hain,these are good but unorganized
yeh to lol ho gya bay,its funny
yeh to tmhri wali dieting hai p,this is same as your dieting
yeh tou hai mard apni biwi ki kismat say hi kamaata hai,thats right a man earns by the luck of his wife
yeh umda hai shukriya daraz pk,this is great thankyou daraz
yeh us waqt ke liye achi hai jab taaza mattaron ka season na ho,it is goodl for the season when fresh peas arent available
yeh vaqata aik acha tajurbah tha mein jaldi tarseel aur zabardast ke liye daraz ki tareef karta hon sale saal warranty card ke sath mukammal tor par original hai tajdeed shuda nahi shukriya daraz aur dealer,it was a good deal i compliment daraz for quick delivery and great sale the year is completely original with the warranty card not renewed thanks daraz and dealer
yeh waqai aik acha phone hai screen karkardagi khususiyaat camera aawaz battery sab bohat achay hain baichnay wala bhi bohat taawun karta hai,its really a good phone screen performance features camera sound battery all are good seller is also very cooperative
yeh waqi mein aik acha theatre hai ghar ke liye,good home theater system
yeh wo waqt tha ke pakistan mein ziyada log in ke naam se aashna nahi the,it was the time when mostly people donot know him
yeh zabardast shirts aap ki qeemat par munhasir hai mein usay star deta hon yeh achi baat hai,these excellent shirts at this price are good i give it a star
yeh zaiqa aur qeemat mein bohat acha hai mayar bhi achi hai,quality and taste is very good at reasonable price
yehi hai wo ghari jo dikhne se kai ziada achi hai,this watch is better than what it looks like
yehi pyar hai,this is love
yehi sab krty hona tm,you do all this right
yehi usny kaha tha,thats what he said
yehi youth hi tou pti ki taqat hy,these youths are the power of pti
yei hoti hai support,this is called support
yei tu hai,its you
yes program bnd hona chahiye,yes this program should be closed
yes umer akmal mera fvrt player ha,yes umar akmal is my favourite player
yess,yes
yessss,yes
yey ad kis ne lagaya,who installed this add
yh ap k lye,this is for you
yh ap ke liye,man for you
yh kis movie ka song ha plz plz sed me,this song is from which movie please tell
yh kon hy,who is this
yh konsi aurat ha,which woman is this
yha galat rating h ya rating wali chez nai hai,this is incorrect rating this is not a thing to rate
you are not kamyaaab abhi,you are not successful yet
yousaf abdul qadeer exactly geo bas ratings ki fikaar karta hai,yousaf abdul qadeer exactly geo only thinks about ratings
yr bhai yeh mjy mary ais num py whtsapp kr day 03044810718,brother send me these on my this whatsapp number 03044810718
yrr ye dekho ye tmhe jante hein,look at this they know you
yumna too bhi shamil hey,yumna you are also included
yun 1976 mein yeh film release hui,thus this movie released in 1976
yun sylvester stallone ne apne filmy career ka aaghaz 1970 mein teesre darjey ki film the party of kitty and studs se kiya,thus the sylvester stallone started his film career with the third degree film named the oarty of kitty and studs in 1970
yun to hollywood mein bohat se kamiyab directors producers aur story writer guzre hain lekin in mein aik naam aisa bhi hai jo kamiyabi ki zamanat samjha jata hai aur wo naam hai steven spielberg ka jin ki films ka intezar duniya bhar ke shaiqeen ko shiddat se rehta hai,however many successful directorsproducers and story writers have passed by in hollywood but there is also a name that is considered a surety of success that name is steven spielberg and his films are eagerly awaited by the fans all over the world
yup par ferfct hey d,yeah its perfect
yup yar sae kaha zulqarnain shah,you are right zulqarnanin shah
ywh wli harkatein ap krti hn,you do these kind of acts
zaban band kro,zip your lip
zabardas,great
zabardast,great
zabardast agay barho,bravo go ahead
zabardast behtareen meyari our qabil e bharosa sarvice,great quality and trustworthy service
zabardast diet,great diet
zabardast ha,its great
zabardast mam ji,great maam
zabardast zaiqa hai yeh mein roze peta hon jab kaam per jata hon sirf ek chamach garam doodh mein daalein aur enjoy karein na yeh zayada meetha hai bilkul sahi zaiqa hai,amazing taste i drink it daily before going to my work just dissolve one tsp of it hot milk and enjoy its not very sweet even just the right taste
zabarta allah such nholnay walay ko kamyabi atta farmata hay,zabarta allah gives succes to those who seeks the truth
zabrdasti ki behas,forced argument
zabrdust bhai jan,great brother
zahar khaker mar ja khabees,eat poison and die
zahrapervaiz,zahra pervaiz
zaib mujh sy contact kry product k bari may baat karni h,zaib contact me i wanna talk about the product
zaiqa mein bohat acha hai aur achi packing ke sath waqt per mila hai,tasty and with good packaging and delivered on time
zaiqa mein bohat acha hain mayar behtareen hai aur shukriya daraz,taste is very good quality is great thankyou daraz
zaiqadaar aur shukriya tikka masala ka jo iss ke sath muft aya hai,tasty thankyou for the tikka masala that was given free with it
zalil insan ha ye,he is a evil person
zalimpolice waly,cruel policemen
zara c bhi p,a little
zara pakistan ao na ap,you should visit pakistan
zara si bat pr tum bharak uthty ho,you fly into rage over trifles
zbrdast,excellent
zbrdast beta,great kid
zbrdst,great
zeher kha lo,eat poison
zehereeli aunty hain koi,poisinous aunty is she
zehmat denay k liye maazrat,sorry for the inconvenience
zenda bad yar,long live
ziada nahi hogaya p,isnt it too much
zid mat kro,dont insist
zindagi ka har din aakhri samjho,consider everyday of your life as a last one
zindgi asan,life is easy
zobaria kitni sweet nature ki hai,zobaria is how sweet in nature
zong ki sim theek nehi chalti hai signal drop hotay hai,zong sim is not working properly signals are dropping
zra si b nahi,not a little bit
zrur,sure
zubi bhai choro agar hum market main aagy to bra masla hojana hai,zubi brother leave it if we go the the market then we will be in trouble
zunnorain mjhy kya pta,zunnorain what do i know
zyda tu kuch ni bs kuch he hrha,not so much just a little is happening
jao,go
hi,hi
hi,hi
bhago,run
bhag jao,run
wah,wow
waah,wow
batakh,duck
aag,fire
madad,help
madad karo,help
thehro,stay
ruko,stop
ruk jao,stop
intzar karo,wait
sabar karo,wait
shuru karo,begin
yay karo,do it
karo yay,do it
agy barho,go on
hello,hello
suno,hello
jaldi,hurry
jaldi karo,hurry
me chupa,i hid
me chupa tha,i hid
me bhaga,i ran
me dekhta hun,i see
me dekh leta hun,i see
me koshish karta hun,i try
me koshish karleta hun,i try
me jeeta,i won
me jeet gia,i won
mene jeet lia,i won
oh nahi,oh no
aram karo,relax
goli maro,shoot
goli mardo,shoot
hanso,smile
maaf karyn,sorry
mjh se puchyn,ask me
mujh se puch len,ask me
mere se puchyn,ask me
hamla,attack
hamla karo,attack
isy khareed lo,buy it
khush ho,cheers
yay kha lo,eat it
kha lo,eat up
kha jao,eat up
khao,eat up
jamao,freeze
jama do,freeze
jao ab,go now
hasil kar lia,got it
le lia,got it
samajh gia,got it
hasil kia,got it
samujhy,got it
samajh gaay,got it
vo bhaga,he ran
vo bhag gia,he ran
andar ao,hop in
ao andar,hop in
mujh se galy milo,hug me
mujhy galy lagao,hug me
mujhy galy laga lo,hug me
me parvah karta hun,i care
me gira,i fell
me gir gia,i fell
me gira tha,i fell
me gir gia tha,i fell
me gir hi gia,i fell
me gir hi gia tha,i fled
me to gir gia,i fled
mujhy pata he,i know
mene jhoot bola,i lied
mene khoya,i lost
mene ada kia,i paid
mene ada kar dia,i paid
mene gaya,i sang
mene thuka,i spit
mene thuk dia,i spit
me tayra,i swim
me roya,i wept
me ro gia,i wept
me 19 ka hun,im 19
me 19 saal ka hun,im 19
me thek hun,im ok
me hun thek,im ok
me upper hun,im up
me jaga hua hun,im up
suno,listen
har giz nai,no way
har giz nahi,no way
nahi karo yar,no way
koi rasta nahi,no way
koi rasta hi nai,no way
vakei me,really
wakei me,really
haqeeat me,really
shukria,thanks
shukaria,thanks
isy azmao,try it
hum koshish karty hen,we try
hum jeety,we won
me kiun,why me
mukarram se pucho,ask mukarram
maaz se pucho,ask maaz
farid se pucho,ask farid
zabardast,awesome
thandy raho,be cool
insaf se kaam lo,be fair
emandari se raho,be fair
meherban bano,be kind
achy bano,be nice
achy hojao,be nice
maro isy,beat it
isy maro,beat it
mardo isy,beat it
isy mardo,beat it
harao isy,beat it
harado isy,beat it
isy harado,beat it
isy harao,beat it
phent do isy,beat it
isy phent do,beat it
shikast dedo isy,beat it
ksy shikast dedo,beat it
mukarram ko maro,beat mukarram
maaz ko maro,beat maaz
farid ko maro,beat farid
ahmed ko maro,beat ahmed
usy maro,beat him
usy maro,beat her
jalao isy,burn it
jala do isy,burn it
isy jalao,burn it
isy jalado,bury it
mujhy bulao,call me
andar ao,come in
andar ajao,come in
chalo,come on
ao chalo,come on
chalay ao,come on
chalo bhae,come on
bhae chalo,come on
girao isy,drop it
isy girao,drop it
girado isy,drop it
isy teh kardo,fold it
maaz ko pakro,get maaz
bahar jao,get out
bahar chaly jao,get out
jao bahar,get out
chaly jao bahar,get out
door ho jao,go away
chaly jao,go away
door chaly jao,go away
